officer_id,css,award_count
17802,1.7667,22
17803,1.6775,14
17804,2.39,32
17806,6.6203,13
17807,4.6679,44
17808,5.7542,52
17814,1.0519,7
17816,33.4189,97
17817,6.356,17
17819,0.8275,72
17821,0.5368,3
17823,0.2163,3
17825,7.804,117
17826,15.7289,104
17827,7.6443,27
17830,15.7154,100
17831,0.11,14
17834,4.349,9
17836,6.6267,0
17840,4.8267,8
17841,2.7385,19
17842,7.1718,22
17843,3.0918,31
17844,1.99,10
17847,0.53,8
17848,1.2068,6
17850,1.2246,1
17851,3.9263,0
17855,2.9335,38
17857,4.3363,23
17858,0.664,13
17859,1.3326,39
17861,1.6761,57
17862,4.5541,6
17863,3.8227,53
17864,17.0682,18
17865,0.4769,33
17870,1.7791,26
17873,4.9789,28
17875,0.6977,3
17878,0.2172,0
17880,1.7405,2
17882,13.6054,73
17884,6.9166,1
17885,2.3257,22
17887,2.7245,16
17888,6.4869,25
17889,1.82,13
17892,2.4974,7
17893,1.1256,4
17894,3.1345,6
17895,1.1544,37
17897,3.1461,3
17898,1.4871,1
17899,0.4337,0
17900,1.5417,12
17901,2.8165,18
17902,0.1868,0
17903,0.9669,0
17904,5.1652,41
17906,0.0248,7
17907,0.7148,7
17911,9.3215,132
17912,0.8861,0
17913,9.4408,32
17914,2.2204,15
17916,7.0979,6
17918,3.6059,16
17919,0.6544,42
17920,2.2754,1
17921,1.4803,1
17928,0.8912,21
17929,1.5046,4
17931,9.2314,80
17938,9.951,0
17939,3.046,4
17944,1.54,54
17946,18.4136,22
17950,0.7852,0
17951,0.1473,0
17952,0.7249,0
17954,2.831,2
17955,5.8496,27
17956,0.6781,0
17957,1.9371,4
17959,6.7712,0
17960,1.5817,1
17962,1.0157,1
17963,2.6893,0
17964,0.7226,13
17971,8.195,20
17977,2.1791,24
17978,3.4438,12
17979,8.6468,0
17980,2.5424,5
17981,0,2
17983,1.075,8
17986,0.1163,1
17987,6.4646,7
17989,0.6557,13
17991,9.8893,15
17992,2.2968,22
17993,0.8754,1
17994,12.1544,90
17996,1.8735,1
17998,4.0627,28
17999,0.1925,6
18001,3.8282,56
18002,11.7994,14
18003,0.877,5
18005,3.7281,4
18006,2.2018,6
18009,7.4926,0
18010,3.5847,19
18013,0.3677,0
18014,0.3218,0
18017,4.6948,3
18018,1.2972,0
18022,5.6057,39
18023,7.5152,12
18025,2.3832,20
18031,2.4538,5
18035,0.7573,16
18036,5.2973,19
18037,0.1263,0
18038,0.1537,0
18039,0.2553,0
18040,1.9314,13
18041,4.4977,4
18042,5.0176,3
18043,20.1553,11
18046,4.021,17
18047,28.5746,88
18048,6.9762,13
18050,0.735,6
18051,0.9784,17
18054,1.0091,22
18055,2.1818,68
18056,0.5057,0
18059,4.2413,6
18061,1.032,14
18062,3.1003,16
18063,3.7552,27
18068,3.0788,14
18069,3.4017,7
18071,2.1697,3
18072,2.2424,6
18073,1.0835,7
18074,2.8748,3
18075,1.6821,16
18076,12.5658,26
18077,0.4035,1
18078,0.2491,0
18080,2.2193,5
18082,16.0185,115
18083,11.2989,48
18084,4.428,50
18085,0.4972,0
18086,0.5884,7
18087,11.6194,35
18088,4.7277,11
18091,11.807,20
18092,16.3908,74
18093,1.2835,38
18095,4.0108,35
18096,0.7267,4
18097,0.5112,22
18101,1.6434,11
18102,6.129,13
18103,0.82,1
18104,8.8709,73
18105,4.2229,76
18106,0.5793,7
18107,3.1774,21
18108,3.5481,29
18111,13.5782,18
18112,21.5259,83
18113,0.7031,21
18115,0.3606,6
18117,0.9421,0
18118,1.1586,5
18119,5.1132,40
18122,1.1033,58
18125,0.7213,13
18126,1.3272,13
18129,0.315,14
18131,2.0891,28
18132,5.7141,0
18137,2.0989,9
18138,2.2721,19
18139,2.9907,10
18140,0.5378,15
18146,1.7324,10
18149,4.5031,6
18155,5.1974,21
18157,1.3259,4
18161,3.3904,18
18162,3.2132,10
18168,3.5359,6
18172,13.3127,61
18175,3.2257,20
18176,12.2297,36
18177,0.1853,0
18178,2.7979,20
18180,12.3485,27
18182,0.9704,8
18183,2.3957,10
18185,1.1736,5
18186,1.2824,6
18187,1.554,1
18188,1.2489,21
18189,0.6133,10
18190,0.9677,10
18191,13.4052,21
18193,2.7845,57
18196,6.7523,41
18198,0.2625,14
18202,2.4627,9
18203,0.7323,35
18205,26.3985,75
18206,20.9311,9
18208,5.761,10
18212,1.2838,8
18213,4.4162,17
18214,1.0369,42
18216,1.6356,5
18217,1.8011,8
18219,0.5352,4
18220,0.8194,9
18222,1.4606,12
18223,5.7667,4
18224,1.2925,1
18225,12.7026,58
18226,12.244,4
18228,1.4277,14
18229,0.4046,14
18233,0.57,0
18234,1.0541,2
18235,0.1026,10
18237,0.0188,5
18238,5.9052,34
18240,0.8579,9
18241,1.2681,53
18245,0.4243,0
18246,4.2552,8
18249,1.7789,12
18251,1.913,21
18252,0.9664,14
18253,6.3832,78
18254,2.4431,24
18259,3.704,31
18261,5.9141,39
18262,3.9304,26
18263,0.7619,7
18266,19.7813,165
18268,3.5673,11
18269,1.1031,4
18272,0.4746,3
18273,0.6572,4
18274,5.8835,26
18275,4.6608,41
18276,3.0232,13
18280,3.0985,15
18281,0.9736,13
18282,2.0297,4
18283,3.1467,42
18285,2.2089,55
18286,2.264,7
18287,0.24,0
18292,2.4139,6
18293,10.3707,53
18295,24.298,38
18297,1.6165,33
18298,2.6662,11
18300,1.6076,0
18301,0.3336,3
18304,0.2388,6
18305,1.9141,24
18308,9.3876,1
18310,2.745,5
18311,2.1082,26
18312,1.7205,42
18313,1.7995,10
18314,4.0687,57
18315,7.4306,2
18316,0.5656,14
18318,4.4214,20
18322,10.4623,162
18324,1.7141,10
18327,0.18,0
18329,1.1748,48
18332,8.5571,18
18333,8.167,56
18335,3.4295,59
18336,6.7073,52
18338,5.6031,37
18339,1.28,8
18340,9.3922,47
18341,11.384,14
18342,1.4854,11
18345,7.383,165
18346,1.6667,3
18347,1.0392,19
18348,0.8479,1
18351,0.1649,15
18352,0.7889,28
18354,8.3687,25
18355,1.7331,20
18356,2.1717,18
18357,0.225,0
18358,7.29,0
18359,1.4642,13
18360,1.7443,3
18361,0.3692,23
18362,0.3513,6
18364,2.209,23
18365,0.0197,1
18367,0.6683,9
18368,3.1745,15
18369,4.5403,13
18375,7.0408,5
18376,3.5494,22
18378,1.1196,10
18379,0.73,8
18381,0.202,6
18382,7.3983,5
18383,2.6943,22
18384,14.9664,135
18390,2.821,14
18391,4.8387,6
18392,2.4519,13
18393,7.1357,53
18394,0.6008,4
18395,1.7945,26
18396,2.9008,11
18400,2.7459,6
18403,0.382,13
18404,0.4796,3
18408,0.3944,2
18409,1.0351,8
18410,10.1765,25
18411,0.7642,8
18412,3.4125,27
18413,1.5746,16
18415,0.3318,6
18417,0.0321,24
18418,1.916,25
18419,0.6649,0
18420,2.7556,5
18421,6.4968,13
18422,0.4223,4
18424,2.3941,5
18428,1.9171,7
18430,3.7687,26
18431,4.3061,6
18433,1.0205,1
18434,7.7058,20
18435,3.3224,6
18436,4.1488,42
18440,0.675,1
18441,4.0253,31
18442,0.4531,0
18444,0.3173,23
18446,7.6372,27
18448,5.4609,3
18451,0.5431,0
18452,1.73,3
18453,23.1437,20
18454,0.62,5
18455,2.205,10
18457,6.4018,6
18458,2.3833,26
18461,1.3893,10
18462,5.762,55
18463,1.4004,80
18464,1.3659,91
18465,2.9858,0
18467,1.0264,0
18471,1.1451,7
18472,10.786,12
18473,2.551,17
18474,2.8297,3
18475,3.0094,49
18476,0.5352,10
18477,0.0422,1
18478,0.8785,0
18481,0.3881,0
18482,0.6907,34
18483,1.0051,13
18484,4.1637,22
18486,1.6289,1
18487,0.2864,3
18488,0.7722,1
18491,1.6467,51
18492,1.19,5
18493,0.7467,8
18495,2.1625,5
18499,3.7335,16
18500,8.759,17
18503,0.2423,2
18504,0.4148,0
18506,11.9584,92
18507,5.1818,28
18508,7.7144,8
18510,3.4507,48
18511,0.5053,25
18516,7.8756,62
18517,1.9793,12
18518,6.77,130
18519,4.4386,49
18520,5.7564,120
18523,1.6348,4
18526,2.4887,75
18527,6.0907,74
18528,1.0595,42
18529,6.3233,69
18530,6.9169,39
18531,2.2585,28
18532,1.0323,31
18534,2.946,3
18535,1.4527,34
18536,10.1258,46
18537,6.2557,113
18539,2.0532,37
18540,4.766,70
18542,8.5207,30
18544,1.798,0
18547,0.75,2
18548,2.2147,50
18550,6.7733,64
18551,1.422,7
18552,0.9379,26
18553,7.185,27
18554,2.4887,43
18556,0.6119,6
18557,10.4145,157
18558,4.5887,123
18560,7.868,52
18562,20.3114,103
18563,1.1653,79
18564,1.01,20
18565,0.5975,9
18571,19.94,74
18573,6.8265,134
18575,1.06,74
18580,3.087,47
18581,1.7694,38
18582,10.7783,107
18584,0.0513,23
18585,16.8506,156
18588,2.902,123
18589,5.4413,42
18590,0.9,10
18591,11.6812,134
18592,8.7865,72
18593,1.1035,22
18596,3.0936,26
18599,13.0052,89
18602,8.7173,60
18604,4.5533,111
18606,1.1974,6
18608,8.0075,32
18609,10.1593,80
18610,13.4905,106
18611,9.4519,94
18614,7.6486,85
18616,3.775,29
18620,2.92,67
18621,9.9353,26
18623,3.6495,36
18624,16.3567,126
18625,1.5767,14
18626,6.4206,123
18628,2.9314,10
18629,1.6937,12
18631,1.4486,13
18635,2.8155,17
18636,1.154,22
18639,4.8527,47
18642,1.05,5
18644,14.534,38
18645,3.3464,25
18647,0.8061,23
18648,2.1911,10
18651,10.0682,133
18652,2.0738,58
18653,1.8821,35
18655,8.4033,57
18656,1.49,87
18657,7.834,154
18658,5.7387,86
18659,5.5106,43
18663,3.4807,25
18667,5.0773,45
18670,9.5123,10
18672,1.1653,15
18676,1.3221,11
18678,0.3858,12
18679,8.4463,90
18683,4.3543,44
18684,0.4153,23
18685,1.6477,16
18688,11.2446,50
18689,2.6338,58
18690,2.8762,39
18692,4.2693,56
18694,5.3737,16
18695,0.8412,19
18697,10.1162,16
18698,6.9584,11
18701,6.0173,34
18702,1.869,37
18703,1.0667,25
18704,8.7653,84
18706,9.3367,39
18707,5.8947,49
18708,0.706,10
18709,4.4559,29
18710,2.28,24
18711,11.4921,119
18713,0,19
18714,3.55,75
18715,4.7084,179
18716,1.9807,40
18717,0.3214,18
18719,10.8713,33
18720,8.2465,5
18721,6.042,25
18722,1.0315,31
18725,0.4794,0
18727,11.514,19
18728,5.2131,52
18732,5.92,38
18733,5.4092,40
18734,3.3352,26
18735,4.2188,51
18736,8.2042,6
18738,3.1108,63
18739,0.9536,1
18740,1.7189,37
18742,2.2311,79
18743,7.796,69
18745,0.564,10
18746,9.5713,22
18747,1.1663,0
18748,2.4492,1
18749,2.8977,38
18750,1.6672,42
18751,0,3
18752,3.965,18
18754,6.0473,65
18755,2.872,32
18756,0.7148,21
18757,0.4764,14
18758,0.3371,10
18759,2.4179,25
18760,4.2028,28
18763,3.4893,50
18764,13.138,128
18765,0,6
18766,0.1325,0
18770,0.0385,27
18773,7.97,173
18775,0.3011,13
18777,0.3097,6
18779,14.2204,7
18780,0.4302,14
18783,3.6315,90
18784,0.7179,0
18786,0.7073,13
18790,4.0821,100
18791,4.6253,73
18794,0.7571,14
18795,3.1556,26
18797,1.5933,2
18799,1.0667,11
18801,3.4162,48
18802,1.06,31
18803,3.6713,57
18804,1.9647,47
18805,4.7333,65
18806,4.6273,31
18807,3.9373,58
18808,5.4,37
18809,5.0573,48
18810,0.0963,12
18811,0.85,19
18812,9.5009,34
18813,5.5965,32
18814,0.8554,6
18817,3.5173,21
18819,3.0521,48
18820,3.7613,112
18821,4.0194,4
18822,3.0933,31
18823,4.3419,6
18824,2.952,36
18825,4.3129,46
18826,9.5455,117
18827,2.5587,39
18828,13.69,119
18830,9.1611,62
18831,3.609,48
18832,0.9752,21
18833,0.6735,10
18835,5.3212,31
18836,1.5506,47
18838,2.234,2
18839,1.2996,2
18840,3.5188,22
18841,7.9676,77
18842,6.2006,32
18843,0.4067,6
18844,1.402,45
18845,2.8377,15
18846,0.8727,22
18847,8.0726,13
18848,3.5114,8
18850,0.154,30
18851,1.7283,48
18852,3.4759,7
18853,3.1915,20
18854,0.7236,1
18855,3.3575,3
18857,2.0104,45
18859,2.2604,57
18862,9.194,40
18865,1.1548,0
18867,0.7683,12
18869,8.9195,62
18871,2.3077,8
18872,10.7765,82
18873,0.9164,0
18874,1.8629,8
18875,0.2324,24
18876,2.477,10
18877,8.4577,21
18878,0.4281,2
18882,1.5076,1
18883,2.6403,6
18884,0.5569,17
18886,1.2556,11
18888,0.5392,1
18890,3.9613,6
18891,2.2014,10
18892,0.4121,1
18894,12.7978,43
18896,19.5507,56
18899,0.8174,3
18901,3.3453,4
18902,10.518,15
18904,6.5689,39
18906,6.782,37
18907,5.5689,25
18908,0.9956,8
18909,1.9604,40
18911,11.065,90
18912,4.9754,10
18914,1.726,27
18915,4.8043,66
18916,0.9554,1
18917,5.584,0
18921,3.4878,15
18924,3.4029,6
18925,0.4772,1
18932,1.875,3
18934,6.059,7
18935,3.989,11
18936,0.6711,0
18937,1.9173,75
18939,0.773,2
18940,3.8806,74
18941,0.3779,3
18942,4.7221,17
18943,7.8622,46
18944,0.8002,4
18945,1.753,59
18949,0.5131,1
18950,6.5107,1
18951,0.3914,0
18957,0.11,11
18958,2.6531,38
18959,12.7595,39
18965,0.7482,13
18967,2.2668,15
18968,2.2343,47
18969,0.2736,13
18972,1.15,88
18974,0.6459,0
18975,8.6684,10
18978,0.21,12
18979,3.4509,12
18981,0.3316,23
18982,2.97,0
18985,17.6856,29
18986,4.7109,7
18987,0.9719,0
18988,3.5172,2
18989,2.7738,35
18991,1.7429,44
18992,0.6674,7
18994,7.2238,30
18996,1.9171,41
18997,5.8411,0
18998,6.5353,176
19000,0.2152,0
19001,1.5245,4
19002,3.2136,14
19003,0.956,17
19005,14.61,103
19006,9.9483,46
19007,1.0667,15
19008,0.56,33
19010,0.5886,0
19011,1.8573,10
19014,5.7641,21
19015,0.0663,1
19017,1.7688,38
19019,2.233,32
19021,2.1362,66
19023,2.0856,5
19024,0.8869,27
19025,0.525,0
19026,0.9324,20
19030,5.2033,29
19032,0.5352,0
19033,6.9893,42
19035,0.7079,3
19038,17.5571,105
19039,5.6437,11
19040,3.8075,22
19041,1.1838,3
19042,0.0257,14
19043,3.0932,69
19044,0.2525,3
19047,0.4338,12
19048,17.4477,143
19051,0.72,14
19052,2.7852,12
19053,5.0425,40
19059,0.269,6
19060,6.4406,52
19062,1.5708,26
19065,0.0649,1
19070,1.5588,1
19071,1.3748,2
19072,1.8951,7
19073,1.3557,8
19075,6.5103,11
19076,0.2256,0
19077,3.1055,29
19082,7.3077,17
19083,8.3069,10
19090,1.2905,5
19091,2.9458,3
19094,1.3209,4
19095,2.8864,19
19096,0.9546,13
19098,2.8168,1
19099,3.1386,39
19100,5.0661,25
19102,2.3978,6
19103,8.899,18
19104,4.7914,5
19105,4.7118,4
19107,0.6547,6
19108,7.0434,20
19109,3.9207,37
19111,0.4713,46
19112,1.1748,1
19113,1.6594,15
19114,0.5525,30
19115,0.7,32
19117,2.7253,0
19118,3.4639,28
19119,6.7503,24
19123,2.7511,6
19124,3.8671,6
19125,2.6519,27
19126,0.2824,6
19127,1.7343,18
19129,3.5974,2
19130,7.0674,13
19131,11.0053,37
19132,1.0424,6
19139,0.8157,11
19140,5.1193,18
19144,10.3264,54
19145,0.3715,19
19146,4.6239,7
19149,5.9232,31
19150,22.375,84
19152,0.2881,14
19154,0.2284,14
19155,10.74,0
19157,2.3463,21
19159,0.4531,3
19160,0.323,3
19161,1.6671,26
19162,0.175,0
19163,15.6052,106
19164,0.9987,18
19166,0.8217,4
19167,4.0617,0
19168,5.7229,7
19169,7.9111,77
19171,1.8924,21
19172,7.7456,13
19175,1.1553,10
19181,0.995,14
19182,3.8663,19
19184,0.7633,10
19185,4.4862,58
19187,1.421,0
19188,2.1369,50
19189,0.6981,1
19190,3.1083,0
19191,1.2893,26
19192,4.0078,10
19194,1.9538,8
19195,0.7875,19
19197,0.4521,0
19199,3.494,1
19200,2.2361,14
19201,0.1658,3
19204,4.3618,26
19205,7.9908,13
19206,1.2,11
19207,1.8988,1
19208,0.0982,0
19209,6.325,29
19210,0.5146,6
19211,0.8727,29
19212,5.01,4
19213,0.9224,9
19216,0.7212,14
19217,4.5467,51
19218,0.7887,19
19219,3.4748,15
19220,14.4627,58
19221,8.9787,41
19222,2.2649,2
19226,3.7857,46
19227,6.2514,32
19228,4.8159,52
19230,1.5933,1
19231,0.0856,27
19235,1.5557,10
19236,1.325,12
19238,8.7936,93
19241,1.0968,13
19242,0.0733,8
19243,2.3037,7
19245,3.3957,33
19246,0.5456,7
19252,0.8281,0
19254,0.9875,7
19255,5.3863,20
19256,1.4262,0
19257,10.3543,62
19259,9.7043,4
19263,11.0274,4
19264,4.602,116
19265,0.4064,0
19267,1.6388,4
19268,0.1445,13
19270,0.165,19
19272,13.9588,129
19274,11.9931,146
19275,2.6131,10
19277,1.2571,12
19278,0.5098,0
19279,1.8876,0
19280,2.8725,44
19282,0.18,4
19283,1.0383,0
19284,13.0739,30
19287,0.4713,28
19288,0.6786,4
19289,5.776,8
19290,1.6049,3
19292,3.9619,19
19295,0.1868,1
19297,7.6323,27
19300,3.72,4
19301,3.1064,33
19302,6.29,8
19304,1.9422,30
19305,4.1238,35
19306,6.717,106
19307,0.7765,6
19308,1.0772,6
19311,4.3221,61
19313,14.846,52
19314,1.4814,19
19315,0.2172,0
19317,1.3963,36
19318,3.7157,13
19321,0.0707,2
19322,2.8509,19
19324,11.1907,182
19325,5.7947,60
19327,1.5042,28
19328,1.106,41
19329,20.461,77
19330,0.8824,6
19331,9.3892,28
19332,0.471,1
19333,8.541,6
19334,1.1044,3
19336,8.2485,42
19337,4.084,42
19338,3.2937,35
19340,8.5754,31
19343,1.8281,41
19344,9.7592,51
19346,0,18
19347,6.6436,70
19348,0.5089,12
19349,4.7175,61
19351,6.0604,137
19352,1.1214,9
19353,4.5345,55
19354,13.2833,56
19358,7.3644,9
19359,0.9461,6
19360,5.3511,21
19366,5.5883,25
19368,2.2367,19
19369,1.829,9
19374,1.1695,13
19375,3.8994,68
19376,3.1764,57
19377,10.0921,123
19378,0.8824,3
19380,0.525,27
19382,4.5914,19
19383,0.699,7
19384,12.4377,19
19385,1.7738,1
19386,2.9367,14
19389,2.8547,26
19390,1.8944,28
19391,0.1597,4
19394,2.4469,40
19395,4.532,45
19396,8.7632,52
19397,1.275,30
19398,0.7998,4
19400,1.8842,34
19401,1.5365,27
19402,3.4548,22
19406,6.7839,43
19407,19.8525,42
19408,6.384,42
19409,1.0852,6
19410,5.0036,38
19411,11.0064,97
19413,4.9516,10
19415,0.0496,2
19417,0.1563,0
19418,7.1639,20
19419,1.9697,20
19420,0.4571,7
19421,0.9172,12
19422,3.157,30
19425,2.7284,39
19427,1.8733,2
19428,0.968,49
19431,3.3881,37
19432,2.0029,19
19433,1.3925,14
19434,5.2188,64
19435,5.358,123
19438,2.5142,50
19440,0.016,10
19441,1.3784,14
19442,4.8914,6
19443,1.0818,2
19448,1.5261,8
19449,3.3779,23
19450,2.1629,7
19452,4.5805,31
19453,2.4193,13
19454,0.3475,0
19456,4.7978,3
19457,9.4728,58
19458,3.4638,13
19459,0.2284,0
19460,3.2791,1
19467,0.3706,2
19470,0.35,52
19471,0.54,6
19472,1.5221,14
19473,1.5206,31
19474,5.2174,66
19475,0.1827,1
19477,17.1248,13
19478,6.78,22
19480,3.6693,31
19481,1.93,37
19483,1.7803,6
19484,9.0412,6
19485,1.137,28
19486,0.11,12
19487,1.6414,121
19488,4.0403,3
19491,5.5745,1
19492,11.2044,85
19493,1.7037,15
19494,0.18,14
19496,1.3963,33
19497,3.6159,21
19498,0.347,9
19499,8.94,72
19500,2.9822,14
19501,7.6985,20
19502,3.0847,46
19503,0.07,7
19505,0.154,15
19506,2.0553,12
19508,1.4768,3
19509,1.505,19
19510,10.1319,24
19511,2.3164,27
19513,0.7396,6
19514,1.8483,13
19517,0.6851,6
19518,1.3385,7
19519,7.4819,162
19520,5.67,20
19521,4.4995,21
19522,8.3697,8
19525,0.2842,12
19527,1.2,12
19528,11.1655,33
19529,0.1283,36
19530,0.154,24
19531,1.2863,32
19532,9.3044,15
19533,3.9505,49
19536,4.5205,49
19537,2.3368,22
19538,0.1822,1
19539,1.5418,6
19541,0.6436,2
19545,0.4266,9
19546,3.1772,12
19547,5.3463,4
19548,0.9913,77
19549,12.46,62
19550,0.7875,17
19551,5.4057,15
19552,2.7667,20
19554,9.5352,162
19555,2.3272,1
19556,2.6216,53
19558,6.3721,48
19560,3.1986,56
19561,3.4833,52
19564,7.4683,101
19568,0.4188,1
19575,1.2059,17
19577,0.3728,4
19578,16.0933,5
19579,2.6144,45
19580,0.6913,8
19582,0.4309,14
19583,1.6044,1
19585,3.4598,10
19587,2.1289,22
19590,8.4194,40
19591,22.7343,34
19593,0.79,7
19596,6.3197,3
19597,6.0597,13
19598,3.7059,11
19599,4.3104,1
19601,10.4791,31
19602,12.2519,29
19603,1.4586,7
19604,1.1027,11
19607,6.5995,24
19608,0.3366,9
19609,5.5495,6
19611,4.2191,32
19614,2.5415,56
19616,0.5767,3
19617,1.6854,7
19620,18.8088,41
19622,0.8707,0
19624,0.228,0
19626,1.0022,5
19627,3.3811,16
19630,0.8582,0
19631,0.4146,13
19632,1.4595,80
19633,5.0167,113
19634,1.7138,34
19636,4.3181,111
19637,1.4596,8
19639,17.6371,99
19641,0.5476,6
19647,2.9688,23
19649,6.076,14
19650,12.238,67
19652,14.7639,37
19654,3.9313,123
19655,0.9782,8
19656,0.5975,36
19657,1.3103,2
19660,9.3486,29
19662,3.2724,16
19663,5.7371,49
19664,6.092,18
19665,1.5975,20
19666,0.3447,1
19667,2.0817,21
19668,0.9038,18
19669,1.7779,14
19671,15.05,112
19672,6.3692,36
19673,20.4965,70
19675,0.5079,10
19676,1.3617,0
19677,4.2213,15
19680,0.5925,3
19681,0.2189,4
19682,2.6283,31
19683,0.2005,5
19684,7.5845,47
19685,5.3465,15
19686,6.4787,43
19687,14.6195,63
19690,1.2125,1
19693,2.2452,18
19694,0.9,16
19695,5.0864,1
19696,4.0163,39
19698,1.5904,8
19699,0.3555,23
19700,0.0513,22
19701,3.3158,27
19702,0.4608,5
19703,4.3454,20
19705,8.6,1
19706,2.9397,6
19707,0.946,0
19708,1.4557,2
19709,2.4605,5
19710,10.8,56
19711,3.014,6
19714,13.7008,34
19715,0.4903,1
19716,2.0451,3
19717,1.2161,13
19721,1.1023,13
19722,2.4173,48
19723,2.8146,14
19726,0.2739,15
19727,1.8032,25
19729,0.0308,23
19730,0.1473,0
19732,1.9686,8
19736,3.6325,3
19738,0.5227,30
19740,5.0327,9
19743,1.3582,10
19744,4.215,45
19746,4.8197,28
19748,1.5264,0
19750,1.9725,14
19751,3.4036,17
19753,0.2736,2
19754,11.2078,33
19759,0.2946,2
19760,18.8138,10
19761,4.4644,28
19762,11.2953,77
19763,2.773,35
19764,2.6421,24
19768,0.449,5
19769,1.5652,15
19772,0.9062,6
19773,1.3169,18
19774,0.2023,7
19776,1.1724,31
19778,1.5291,19
19781,1.1018,2
19782,0.5303,0
19783,6.6697,14
19784,0.36,6
19785,13.5307,131
19786,5.9843,18
19788,1.0444,32
19789,7.9323,51
19790,10.3103,42
19791,0.62,32
19794,17.0647,212
19795,0.4623,3
19797,8.25,14
19798,5.8664,25
19799,3.348,31
19801,18.1331,126
19802,0.8756,10
19803,2.0863,51
19804,2.006,25
19805,4.3388,11
19807,5.4045,35
19808,1.4655,20
19809,2.7769,7
19811,0.7161,14
19812,12.0491,28
19813,18.7939,128
19815,4.4967,10
19817,0.1916,0
19818,1.4557,0
19819,3.12,77
19825,1.5333,4
19828,2.1889,6
19829,12.8519,101
19830,0.5522,0
19831,4.6253,77
19832,0.4727,1
19833,2.545,46
19834,15.7047,135
19835,10.16,144
19837,0.2529,2
19838,1.27,40
19839,4.6228,18
19842,0.6913,6
19844,0.9754,24
19845,15.9293,87
19849,1.2,17
19851,1.4595,4
19852,0.8763,13
19853,1.7205,38
19854,13.36,114
19855,9.5635,85
19856,1.9963,1
19857,2.1628,3
19858,11.5717,13
19859,2.8552,19
19861,3.5415,155
19862,0.1136,7
19863,3.7414,39
19866,3.834,105
19867,6.8943,27
19868,0.548,49
19869,1.5789,18
19871,9.1919,54
19872,1.7192,22
19873,0.5592,12
19875,1.3905,39
19878,5.9969,19
19879,6.006,107
19880,7.861,99
19881,6.8311,34
19883,4.1942,45
19884,2.3051,20
19885,9.9735,163
19886,1.8037,1
19887,1.7835,2
19888,20.0813,49
19890,2.4829,29
19892,9.9277,36
19894,4.9263,7
19895,0.5352,10
19897,3.229,5
19898,0.5456,3
19900,2.5902,4
19901,0.0203,7
19902,3.1013,7
19903,1.7738,11
19904,1.9875,19
19909,0.7559,9
19910,1.4426,0
19912,3.0251,22
19913,4.882,26
19914,12.4914,7
19915,0.876,1
19920,3.1924,2
19921,2.5109,14
19922,0.4608,4
19923,0.7875,5
19925,0.2812,0
19926,0.1915,1
19929,2.0856,9
19931,5.281,1
19934,25.8122,58
19935,1.4811,18
19936,0.8692,5
19938,3.8745,40
19940,3.5858,61
19941,5.8438,64
19943,2.8177,10
19944,0.4993,4
19945,0.4922,4
19946,1.1542,5
19947,4.0403,10
19948,10.5537,65
19949,1.6594,18
19952,2.9495,4
19953,3.5279,38
19954,3.2108,6
19957,3.0545,49
19958,4.6414,12
19959,0.6505,6
19961,1.7913,88
19963,0.6858,7
19964,1.22,58
19965,3.0273,54
19967,14.6921,40
19969,2.5825,33
19970,7.1585,38
19972,14.7378,51
19973,0.7571,16
19976,3.4783,91
19978,0.6669,0
19979,3.0095,12
19983,0.6913,15
19984,5.6956,122
19985,3.8686,34
19986,2.5695,44
19987,1.3448,6
19988,3.0112,8
19989,2.1527,40
19993,2.603,22
19994,17.9693,27
19997,11.1667,22
19999,4.9988,87
20000,7.2555,15
20010,4.1955,11
20011,1.8368,14
20013,3.7947,15
20014,2.5159,0
20017,0.1876,9
20018,0.4956,2
20023,2.0449,17
20024,5.6808,5
20025,2.9686,9
20026,3.5437,35
20027,5.2832,80
20028,1.9281,21
20030,11.906,68
20031,2.2852,21
20033,7.4107,10
20034,16.874,119
20035,8.2257,45
20037,0.2016,0
20038,17.6691,111
20039,7.9452,56
20043,0.9533,7
20044,3.92,44
20046,6.1724,87
20047,2.9747,136
20052,0.7529,4
20053,7.5716,182
20054,0.3186,7
20055,1.7767,16
20056,12.5577,34
20057,20.4633,151
20058,21.9073,91
20062,2.0604,0
20063,5.4518,59
20065,10.2013,77
20066,1.5888,15
20067,3.348,19
20068,5.2594,37
20069,6.5091,116
20072,1.8027,60
20073,8.6064,29
20074,5.585,98
20075,0.5089,4
20076,2.744,88
20077,0.4523,6
20078,7.9509,6
20079,2.2528,13
20080,5.7014,14
20087,2.0306,7
20088,3.6935,13
20089,3.2904,40
20092,5.841,5
20093,6.4963,27
20094,0.4015,0
20098,1.495,34
20099,8.712,2
20100,9.6446,11
20104,7.2667,47
20105,4.0209,22
20107,3.2384,19
20109,1.3288,14
20110,0.0453,10
20111,0.14,24
20112,1.3387,45
20113,2.7865,27
20114,11.0322,10
20115,11.9316,28
20118,6.0685,30
20119,4.9352,16
20121,15.247,211
20123,5.6681,31
20124,2.9272,10
20125,18.0436,159
20130,6.5993,97
20131,0.497,0
20135,0.474,37
20138,2.6109,17
20139,1.962,8
20140,1.025,4
20141,2.2105,10
20142,8.8978,28
20144,3.4068,3
20145,0.7403,3
20146,0.4046,6
20147,1.881,2
20149,7.9811,53
20153,3.691,23
20154,20.8441,128
20156,0.8883,12
20157,17.4852,38
20158,7.396,33
20159,7.8674,20
