officer_id,css,award_count
7333,1.722,44
7339,19.4367,93
7340,0.4822,0
7342,0.7946,20
7346,0.2133,0
7347,5.1469,1
7349,2.0774,30
7353,0.1563,8
7357,0.1263,2
7358,0.5949,2
7359,1.7464,12
7360,2.1164,8
7361,1.1935,39
7362,0.8726,3
7363,3.559,62
7364,2.0371,17
7365,0.0188,10
7366,5.8663,1
7367,1.6733,20
7368,3.7233,12
7371,6.9967,26
7373,1.7352,7
7374,0.1626,3
7376,0.9685,9
7379,1.1331,55
7382,5.3183,70
7384,0.2684,1
7385,1.6829,2
7386,4.7714,30
7387,4.1775,61
7389,1.2,16
7390,9.776,53
7391,18.2954,18
7392,2.6989,57
7394,10.3958,3
7396,0.4254,13
7399,0.5352,7
7401,0.0963,7
7402,3.1721,1
7404,1.9366,18
7405,0.7256,2
7406,0.3227,10
7407,7.6421,84
7409,0.2739,21
7411,4.61,57
7413,0.4879,2
7414,3.9539,6
7415,1.6879,7
7419,0.7609,0
7420,0.0385,26
7421,11.2585,26
7422,4.8052,17
7423,1.3476,6
7424,2.6929,44
7425,2.8045,83
7431,8.6886,25
7432,3.64,44
7433,1.1706,4
7434,3.9188,8
7435,1.1618,4
7437,16.174,69
7438,0.2776,6
7440,0.3571,27
7444,3.1065,20
7445,0.1298,2
7446,1.1818,1
7447,2.1898,5
7455,0.177,1
7456,8.1974,19
7457,3.5191,11
7460,0.0691,0
7461,0.2834,1
7462,2.1206,94
7464,1.8195,4
7465,0.1925,16
7466,0.2743,0
7468,2.1788,12
7470,1.4793,1
7471,9.0883,25
7472,2.5242,3
7474,3.6782,0
7475,0.5565,0
7477,2.4983,1
7478,3.4526,1
7483,2.6914,7
7485,0.2172,8
7487,1.5456,4
7488,3.0376,20
7489,3.53,37
7493,1.9917,39
7498,0,0
7501,3.011,21
7503,5.532,75
7504,4.6649,4
7507,1.7464,29
7509,2.6361,3
7511,2.1444,7
7515,1.6639,10
7516,3.98,24
7517,0.3285,4
7518,6.4133,55
7519,2.3995,11
7522,1.8089,19
7523,0.0233,0
7524,5.38,60
7532,16.4629,6
7535,2.9667,9
7537,3.4293,38
7538,13.2341,64
7539,0.4698,28
7540,1.405,6
7542,2.7088,6
7543,0.6178,4
7544,0.21,15
7545,1.1763,18
7546,3.3825,29
7547,1.9854,3
7548,2.2635,2
7551,0.4417,1
7552,10.5747,54
7553,5.2853,31
7554,0.9647,16
7559,0.2837,10
7562,0.0345,13
7564,2.0906,24
7566,8.7553,26
7567,2.0853,18
7568,4.8529,1
7569,8.1148,24
7572,1.985,4
7574,2.064,22
7575,1.1455,0
7578,0.5355,24
7579,0.0856,29
7585,5.508,204
7586,4.396,24
7587,8.1595,82
7588,1.1865,4
7589,0.723,4
7590,15.5207,135
7592,0.3386,0
7595,1.5124,24
7596,1.125,1
7597,5.7314,19
7598,0.0291,4
7602,2.0888,27
7603,24.83,223
7604,2.9763,44
7605,0.0214,1
7607,4.6856,15
7609,1.195,29
7610,0.1912,1
7611,1.7329,22
7612,1.888,6
7613,5.8921,17
7616,2.1204,30
7618,6.3218,9
7620,1.7875,18
7622,0.4669,10
7623,1.1529,16
7628,4.941,48
7629,0.4831,1
7631,0.4457,22
7633,2.024,84
7634,3.4874,1
7635,0.346,18
7637,2.6136,1
7639,8.665,31
7643,8.4386,58
7645,0.24,14
7646,1.1122,14
7649,1.9189,15
7652,7.7404,16
7654,0.3316,1
7656,4.812,81
7657,1.5956,9
7659,9.5955,29
7660,0.7989,5
7662,0.7415,6
7663,1.3544,21
7665,1.7214,30
7666,1.1611,4
7668,1.5957,12
7669,0.1724,0
7671,5.3936,35
7672,0.32,5
7674,1.51,7
7676,2.6276,0
7678,1.733,3
7679,1.0996,6
7680,3.2274,13
7681,2.6485,1
7683,3.27,16
7684,4.2262,16
7688,0.7711,6
7689,1.6765,22
7691,2.3071,25
7692,3.791,26
7693,0.973,7
7694,19.8282,21
7697,3.69,10
7698,6.9854,180
7699,6.3837,56
7700,4.2274,18
7701,2.6075,5
7702,0.0428,44
7703,7.7417,18
7704,3.1262,15
7707,1.9023,4
7708,7.6766,15
7709,0.7403,0
7710,0.126,15
7711,0.2622,6
7712,15.9625,8
7713,9.1777,49
7714,0.0531,16
7715,1.9245,29
7716,4.4243,23
7718,1.1389,24
7721,2.7029,7
7723,7.8971,25
7725,13.6467,21
7726,4.8813,32
7727,3.6479,5
7729,10.4032,1
7730,1.4062,29
7731,4.9204,58
7732,0.11,8
7733,1.907,26
7734,6.928,46
7736,0.07,34
7739,4.1694,41
7745,2.0087,35
7748,3.8731,20
7751,6.9653,104
7754,6.3032,10
7756,0.5014,10
7761,16.7879,104
7762,1.4371,5
7763,1.8478,23
7764,4.5024,6
7765,1.5397,15
7768,2.2194,17
7769,0.2305,2
7770,1.1277,32
7771,20.2753,106
7772,0.44,0
7773,1.4312,80
7774,1.4091,35
7775,0.0856,18
7779,3.786,2
7780,6.5136,66
7781,0.2189,6
7782,3.6129,24
7784,4.4554,10
7787,1.1928,1
7788,2.2691,21
7791,7.933,16
7795,1.4037,0
7797,1.4912,18
7798,2.1914,13
7799,6.3196,19
7800,0.3351,7
7801,4.0845,44
7802,0.2736,0
7803,1.6584,41
7804,5.3977,1
7806,4.8345,10
7810,3.2869,0
7811,3.3413,5
7812,5.0931,15
7813,1.3564,1
7814,0.3543,4
7815,5.7932,23
7818,7.6505,113
7819,0.8214,5
7820,4.9445,35
7821,0.2192,4
7822,0.2824,21
7824,1.034,33
7825,1.0991,1
7826,8.5832,8
7827,3.0232,7
7829,5.8469,8
7830,0.3661,4
7833,0.0837,4
7834,3.6971,9
7835,3.8063,32
7836,0.9045,6
7838,6.0243,6
7842,1.6482,23
7843,3.6433,13
7846,10.0491,9
7847,0.1678,10
7848,9.2042,42
7849,1.1374,8
7850,1.1862,0
7852,6.4061,24
7853,0.9422,11
7855,1.893,7
7856,3.0561,6
7858,2.5785,17
7859,0.5755,13
7860,0.5925,4
7861,5.767,75
7862,9.9728,58
7863,2.1688,110
7864,16.015,34
7865,5.5577,31
7866,5.99,9
7867,5.0629,171
7869,1.9043,24
7871,1.1023,2
7873,0.431,14
7875,4.329,3
7876,3.9357,20
7877,0.6881,1
7878,0.9586,47
7879,0.2182,2
7881,0.4366,5
7882,4.8672,20
7883,6.7708,22
7884,1.1925,14
7885,0.8419,7
7886,1.3147,41
7887,2.0363,9
7888,1.1495,8
7889,7.9754,29
7892,1.0313,13
7895,0.93,2
7896,3.0479,27
7897,0.1597,2
7899,9.5405,25
7900,1.5679,10
7901,3.0854,3
7902,10.0309,43
7908,1.5926,11
7909,3.3709,0
7911,1.0938,4
7915,2.9222,23
7916,2.28,31
7917,0.0733,10
7918,2.3296,22
7919,0.5305,83
7920,0.2739,15
7921,1.4625,14
7923,0.6392,16
7924,6.0102,38
7925,4.3783,115
7927,0.5952,9
7928,3.6541,11
7932,0.3345,1
7934,0.749,21
7936,4.8378,21
7937,1.6889,5
7941,1.6536,24
7943,5.1309,44
7944,1.3095,21
7945,1.5783,43
7946,5.67,121
7948,4.466,12
7949,3.4473,10
7950,5.1419,39
7953,2.7412,6
7957,0.225,1
7958,6.4537,19
7959,10.3803,9
7960,7.4792,11
7961,4.2578,51
7963,1.3657,4
7966,0.3818,1
7967,1.3438,48
7969,0.5925,0
7970,4.9525,79
7971,3.5433,24
7972,11.4172,140
7974,12.1028,1
7976,0.72,7
7978,3.98,6
7980,1.9173,12
7981,0.336,55
7982,14.04,66
7983,3.4085,18
7987,9.3103,48
7989,0.9592,1
7990,1.7903,1
7992,0.5352,10
7993,7.5391,45
7994,6.3942,41
7996,3.494,10
7997,1.7907,3
7998,2.7318,64
8001,0.7735,4
8002,10.0673,41
8004,2.6583,12
8005,2.9139,6
8006,0.055,47
8007,5.2787,24
8008,6.3364,56
8009,2.0376,20
8010,10.9557,18
8015,0.1815,8
8016,0.2341,6
8017,0.7137,3
8018,0.6751,0
8019,0.1644,0
8020,4.0634,30
8022,3.271,64
8023,6.3047,169
8024,6.705,103
8025,4.07,74
8026,7.859,25
8028,3.9782,109
8029,0.8295,13
8030,0.8089,13
8031,0,17
8032,2.4,17
8033,3.4341,55
8034,5.8111,20
8035,1.6491,6
8038,0.7385,29
8040,5.5435,50
8041,10.6787,116
8045,0.4371,0
8046,3.6678,53
8047,4.694,30
8049,3.0745,43
8050,3.6391,33
8053,3.7591,111
8054,6.1867,68
8055,1.8025,11
8056,6.6306,17
8057,1.3765,14
8058,6.3562,30
8059,1.2889,40
8060,9.8224,17
8062,14.1819,16
8063,10.1303,11
8064,6.7475,24
8065,2.0373,1
8066,1.0622,42
8067,0.4938,14
8069,0.8068,16
8070,3.8853,46
8071,9.0361,11
8072,4.5421,41
8074,8.4679,15
8078,3.7306,71
8079,9.617,3
8082,16.4267,125
8083,1.3965,18
8084,0.5381,18
8086,1.96,88
8087,0.5575,25
8088,2.1132,32
8089,4.07,21
8091,8.659,28
8092,0.5113,5
8093,2.587,67
8094,0.8393,6
8097,2.48,95
8098,2.9844,72
8099,0.6829,43
8100,9.447,72
8102,7.805,65
8103,5.42,69
8104,6.4135,38
8106,0.3355,15
8107,0.7826,0
8108,4.6779,40
8109,6.3336,37
8113,1.458,9
8114,7.2204,9
8115,1.89,13
8117,0.5169,1
8118,5.631,7
8119,0.3069,1
8120,0.0405,44
8121,3.1541,1
8122,2.6242,1
8123,2.0433,0
8126,0.3534,6
8127,6.8351,4
8128,10.1786,26
8131,2.234,4
8134,9.2322,82
8135,0.295,0
8136,0.2454,0
8137,5.7704,27
8138,39.1631,132
8139,2.1138,80
8140,13.9092,0
8141,4.2654,10
8142,2.3913,46
8143,7.1016,13
8144,1.7941,12
8145,12.4693,129
8147,0.1573,0
8148,2.6185,6
8150,6.9946,95
8152,1.6827,25
8153,14.9352,64
8154,16.3111,14
8156,4.7377,17
8158,0.5352,0
8159,6.68,33
8160,0.6825,0
8162,1.5389,14
8164,1.3458,3
8165,7.4726,11
8167,2.4216,10
8168,0.0422,8
8169,11.4679,301
8170,1.6707,53
8172,1.0369,14
8175,2.3819,6
8176,15.827,148
8177,0.5817,4
8182,3.1932,1
8186,1.1269,0
8187,3.182,43
8188,5.8694,89
8190,11.011,38
8191,0.154,5
8192,0.6622,5
8194,0.5203,5
8198,6.1144,69
8199,0.6959,13
8200,0.281,7
8203,4.3855,88
8211,0.64,16
8213,0.6373,32
8214,4.6467,46
8215,0.461,1
8220,4.1827,35
8221,2.1704,49
8222,0.8691,13
8224,4.4938,1
8225,9.295,17
8226,3.8502,0
8227,0.5925,0
8230,0.9329,33
8232,1.1232,18
8233,0.2462,10
8234,4.9379,30
8235,8.3703,12
8237,3.5989,19
8241,2.1821,21
8244,2.7853,28
8245,4.7258,22
8248,12.0492,62
8249,6.5425,58
8251,0.7581,12
8252,12.094,7
8257,22.075,20
8258,8.7259,80
8261,0.9,15
8262,0.8929,14
8263,0.225,0
8264,0.7385,4
8265,1.3681,1
8268,1.6454,16
8270,1.8879,13
8279,7.3826,208
8280,8.0622,59
8281,4.1246,42
8282,0.2438,6
8283,2.5294,3
8286,2.335,7
8287,13.8666,12
8288,2.4038,76
8289,1.6763,29
8294,0.9934,1
8300,11.1092,102
8301,0.2172,6
8302,1.3078,39
8304,9.3478,66
8307,4.7867,43
8310,2.809,16
8311,8.446,88
8314,4.6319,31
8315,4.1658,25
8317,1.951,2
8320,0.3438,7
8321,6.8111,20
8322,11.056,170
8323,1.9025,4
8326,1.474,1
8327,1.7461,8
8330,11.0336,10
8331,2.3367,27
8332,1.3473,33
8333,1.1811,40
8334,2.6205,91
8336,0.5348,15
8337,0.0723,0
8338,2.9836,0
8339,2.885,16
8340,10.1555,180
8341,2.1075,35
8342,5.9589,28
8344,3.8683,17
8346,2.0271,6
8348,5.3737,134
8349,1.7005,45
8350,4.2476,24
8352,3.92,27
8355,13.1656,62
8356,2.9165,2
8358,3.1033,26
8359,3.8752,14
8361,1.5012,12
8362,3.8869,37
8363,1.0667,20
8366,6.8176,90
8367,0.8642,25
8370,0.3987,13
8371,2.0703,15
8374,11.7742,39
8375,22.6257,55
8376,2.3357,31
8378,8.3027,4
8379,4.1578,8
8380,3.8262,20
8381,4.6748,47
8382,5.0933,49
8384,1.8413,35
8385,3.7788,1
8386,20.609,26
8390,0.953,3
8391,1.1506,41
8392,1.3262,6
8393,7.2817,10
8394,14.6964,71
8395,1.6775,26
8396,2.5955,7
8397,1.7194,0
8398,3.4053,71
8399,2.9835,31
8400,3.5511,36
8401,6.479,102
8402,1.2982,1
8403,3.359,3
8404,4.8872,7
8405,1.5729,6
8406,5.6289,188
8407,4.1654,56
8408,0.8511,18
8409,2.6177,79
8410,5.568,51
8415,0.8448,6
8416,0.6841,4
8417,11.0752,117
8418,4.8662,25
8420,6.2562,84
8421,7.9883,3
8422,0.1518,2
8423,1.667,6
8425,5.7568,57
8426,10.882,82
8428,9.4957,75
8430,0.6966,1
8431,13.7669,21
8432,11.2228,14
8435,0.4967,6
8438,5.6298,11
8442,4.1136,71
8443,4.9633,68
8445,2.858,20
8447,0.794,40
8449,0.8508,0
8451,8.3446,0
8452,0.3477,0
8453,4.4154,27
8454,1.0193,47
8455,1.3994,23
8457,13.5314,63
8458,1.2481,23
8459,13.0021,30
8460,0.4194,1
8461,2.9911,8
8462,7.6387,30
8463,6.0204,38
8466,7.4364,49
8467,1.0274,7
8468,0.33,0
8469,6.4175,115
8472,8.399,60
8473,6.56,46
8474,2.7444,13
8475,15.018,43
8476,9.3858,39
8478,4.286,56
8479,15.2083,43
8480,2.053,44
8481,9.2761,93
8482,0.2649,17
8483,2.8546,4
8484,2.095,107
8485,6.7118,88
8486,0.2584,0
8487,0.1615,6
8488,6.5576,81
8489,0.7556,0
8492,6.7607,71
8493,0.3136,16
8494,3.2795,67
8495,0.64,42
8496,2.7939,6
8497,0.8964,27
8498,1.3963,23
8499,3.0842,11
8500,12.2617,100
8501,4.68,118
8502,0.7182,2
8503,0.6964,1
8504,0.7552,4
8506,1.3305,43
8507,4.495,25
8509,1.5579,30
8511,1.029,0
8512,0.647,9
8514,3.535,25
8516,3.3841,21
8518,8.6878,211
8519,3.173,69
8523,0.0385,8
8524,3.5586,12
8525,7.4154,31
8526,0.7418,30
8527,2.3604,5
8528,0.769,8
8529,4.4405,60
8533,5.61,7
8535,0.353,0
8536,0.8552,5
8537,3.6785,40
8538,1.3721,55
8539,1.1294,147
8540,4.3746,4
8544,2.7458,5
8548,0.8175,34
8554,8.773,7
8555,4.2004,16
8556,6.8669,42
8557,1.7479,49
8560,2.7911,9
8561,1.51,0
8562,52.7218,1
8563,4.235,19
8564,2.1443,24
8567,0.9102,6
8568,0.5471,0
8569,1.8531,17
8571,0.8903,3
8572,7.5645,55
8575,3.9789,10
8578,29.7276,13
8579,4.2487,4
8582,2.0671,8
8583,0.1702,1
8584,0.386,1
8585,3.3913,9
8586,9.5543,47
8587,3.0342,52
8588,5.1024,67
8589,1.6493,10
8592,2.2281,7
8593,8.7516,76
8597,4.6674,15
8598,1.0096,3
8599,1.197,13
8600,3.3415,9
8601,5.4655,1
8602,3.3519,14
8603,3.5294,25
8606,9.9867,10
8609,0.868,23
8614,4.8186,50
8620,13.9926,42
8621,3.8188,25
8622,0.3666,9
8624,4.7089,93
8626,5.4977,14
8627,6.0964,29
8628,29.4955,161
8629,0.9246,13
8630,0.5915,3
8633,3.2712,12
8640,11.4839,88
8641,1.627,4
8642,8.0311,159
8643,0.4835,24
8644,6.4567,61
8645,0.016,6
8648,2.0544,1
8650,3.9842,20
8651,9.3785,5
8652,4.2421,14
8654,0.1596,0
8655,6.1087,6
8656,4.7246,17
8657,9.958,112
8658,41.9424,14
8659,7.775,21
8661,4.95,22
8662,3.3533,10
8663,1.7003,2
8664,1.87,18
8665,1.86,0
8666,1.106,0
8667,0.7819,19
8668,27.0207,157
8669,0.9865,2
8670,0.574,37
8672,0.6752,14
8677,0.472,9
8679,0.5422,0
8681,5.3734,31
8682,0.2812,6
8683,3.8608,29
8684,3.6005,6
8687,4.8226,26
8690,4.5843,2
8691,18.1945,102
8693,2.4688,1
8696,0.603,8
8698,11.3626,34
8700,0.1325,2
8701,2.7107,41
8702,4.8004,63
8703,0.0963,15
8705,0.9222,1
8706,18.3697,53
8707,1.5496,2
8711,3.2385,0
8713,8.9889,114
8714,0.4385,4
8716,0,3
8717,7.1341,40
8720,0.016,0
8722,3.0848,8
8723,0.8429,1
8725,1.3675,20
8726,4.1057,164
8728,1.7285,7
8729,0.943,1
8730,4.313,1
8731,3.2767,25
8732,2.4733,0
8733,2.67,60
8734,1.1737,25
8735,1.0045,0
8737,0.8913,2
8740,0.8527,13
8741,1.2873,1
8742,1.8939,53
8744,0.9514,6
8745,9.011,81
8746,4.0387,42
8747,2.1315,29
8748,7.6667,45
8749,9.9896,46
8750,0.2516,3
8752,0.7119,6
8758,1.2564,13
8762,8.2356,50
8763,0.4179,3
8765,0.9556,13
8766,2.7033,12
8768,3.5664,43
8769,8.2422,53
8770,3.2923,10
8771,3.6505,9
8772,4.0677,12
8773,2.6136,0
8774,27.4496,18
8776,5.6097,16
8778,11.9538,31
8780,4.4315,12
8785,0.0481,54
8786,1.511,16
8787,2.8007,47
8788,3.8457,72
8789,1.2371,22
8790,9.0407,88
8791,0.3064,4
8792,4.8796,27
8793,2.0529,11
8794,10.2237,95
8795,4.356,10
8796,3.0115,23
8797,3.7322,23
8798,0.8574,7
8799,12.9175,26
8800,2.782,35
8801,2.3996,23
8802,12.6124,161
8803,0.1925,9
8804,4.5653,21
8808,7.4637,91
8809,0.857,10
8810,0.1027,33
8812,1.0714,5
8813,5.0678,125
8815,0.0963,20
8816,7.0753,6
8817,0.6857,24
8819,5.9397,18
8820,0.819,28
8821,0.4335,12
8822,0.0592,57
8823,1.4102,11
8827,2.73,22
8831,0.239,0
8836,0.3919,18
8837,5.6523,22
8838,5.0134,7
8839,4.6361,6
8842,8.324,85
8843,1.2803,15
8844,4.2385,19
8846,3.6533,10
8849,1.2158,2
8850,10.6636,25
8851,3.3931,48
8852,22.5415,96
8854,1.3523,11
8855,0.7675,0
8858,1.7958,24
8860,0.2079,5
8861,5.161,32
8862,7.7769,14
8866,6.2009,43
8868,4.2,95
8869,2.1203,12
8870,3.2895,2
8873,0.4254,5
8874,2.5006,11
8876,1.8374,18
8877,2.3328,9
8878,2.7576,12
8879,0.6745,10
8880,22.967,88
8882,5.7375,13
8883,4.699,16
8886,4.3794,129
8887,5.3,77
8888,1.1306,0
8890,0.29,7
8891,1.4187,67
8892,2.3895,1
8893,0.7875,10
8894,2.0947,26
8895,3.11,47
8896,1.43,86
8897,9.7167,37
8898,9.1274,56
8899,3.4679,29
8900,5.8214,18
8901,0.5244,2
8902,15.3515,48
8903,0.2462,0
8905,4.0062,18
8909,5.0446,15
8910,1.6037,3
8911,11.8007,17
8912,4.6139,14
8913,0.355,0
8914,1.9577,2
8915,2.8697,12
8916,4.6334,12
8919,2.4327,5
8920,0.42,18
8921,1.1314,12
8922,1.0114,0
8923,3.3658,33
8924,4.9657,46
8925,0.2172,0
8926,2.4555,15
8930,3.2789,19
8931,5.613,19
8934,4.6967,23
8935,4.8931,24
8939,1.5594,0
8940,3.0259,26
8944,12.9006,27
8945,3.1048,18
8947,3.3263,5
8948,0.5673,10
8949,0.0651,3
8950,2.9262,8
8951,1.9531,5
8956,2.1623,36
8958,7.1004,32
8961,2.9757,10
8962,0.2152,0
8963,1.0243,0
8964,7.9305,19
8965,2.5279,14
8967,2.6378,15
8968,3.1365,3
8969,1.7316,0
8970,1.316,6
8972,10.6976,113
8973,2.1343,10
8974,24.8273,55
8975,3.7584,19
8977,3.42,22
8981,9.6892,24
8982,3.246,12
8984,0.1005,1
8985,13.262,34
8986,3.3756,13
8990,2.947,11
8992,4.4487,23
8993,10.5773,169
8994,3.649,5
8995,3.3953,18
8996,1.09,15
9000,6.5179,19
9001,12.7783,24
9002,5.195,17
9003,2.1771,8
9005,1.3947,11
9006,5.1117,3
9007,0.6144,6
9010,8.4315,109
9012,1.8777,4
9013,3.0311,43
9014,2.4614,28
9015,0.8162,2
9016,6.6615,51
9017,4.9417,19
9018,1.9646,12
9019,4.1048,11
9020,1.7129,8
9022,5.2516,18
9023,0.2719,16
9025,0.8581,25
9026,5.4888,83
9027,4.7513,38
9028,1.1544,12
9034,6.832,56
9035,0.635,14
9038,11.375,62
9039,1.1853,6
9041,5.5513,33
9042,7.3115,68
9043,2.89,6
9045,0.7571,51
9046,3.592,10
9048,2.4689,0
9050,7.1545,5
9054,1.28,37
9055,2.2036,16
9056,7.5504,25
9057,1.5965,25
9058,3.3019,17
9060,3.6689,1
9061,4.234,46
9062,17.2883,94
9066,2.8135,21
9067,8.7614,190
9069,2.0024,1
9072,7.9994,96
9076,1.5469,22
9079,9.239,16
9081,10.8787,20
9082,0.5253,18
9083,1.4952,20
9085,2.28,13
9086,4.6293,72
9087,10.9506,93
9088,12.2158,30
9089,14.9844,62
9090,0.8629,14
9091,18.171,49
9094,10.7472,60
9095,1.05,12
9096,0.5821,0
9098,1.5725,14
9102,7.3063,5
9103,1.6924,95
9105,14.3832,94
9106,12.3191,28
9107,0.1958,1
9108,1.4563,3
9109,6.5081,39
9110,0.4849,0
9112,1.324,1
9113,0.5647,5
9114,0.2567,18
9115,16.4277,13
9119,0.1313,3
9120,0.5848,13
9121,7.4175,119
9122,6.1238,69
9124,0.3038,6
9126,0.5588,1
9128,1.4428,20
9130,0.9844,5
9131,11.9717,33
9132,1.5771,6
9133,1.6565,6
9134,12.7826,25
9135,3.8278,3
9137,0.7252,6
9138,13.6742,87
9139,1.8524,2
9141,3.9408,21
9143,1.7986,3
9144,3.7211,2
9146,5.3767,15
9147,3.5622,96
9148,2.2307,11
9149,6.756,36
9150,9.7941,39
9151,5.1329,70
9152,3.0588,15
9156,0.4209,4
9157,1.1844,18
9158,4.2713,38
9159,0.236,12
9161,2.9486,15
9164,1.1113,33
9165,10.4317,78
9169,0.1027,40
9170,1.6644,35
9174,3.1014,17
9175,3.971,26
9176,1.1703,0
9177,2.1896,4
9181,4.13,34
9185,0.5727,5
9186,5.0553,15
9188,2.639,40
9191,7.536,41
9192,0.0671,17
9196,0.7387,3
9199,1.5062,42
9201,2.7596,60
9202,0.7071,0
9205,0.11,12
9206,1.489,22
9207,2.304,56
9209,2.8344,119
9210,6.6585,4
9211,0.3183,2
9212,8.3307,38
9213,14.7495,53
9214,1.3248,9
9216,0.0997,4
9217,0.7049,0
9221,0.8764,5
9222,0.3002,3
9223,0.6197,21
9224,0.5796,0
9225,6.6642,5
9226,1.459,1
9227,1.792,27
9228,0.732,4
9230,27.7231,128
9231,0.0475,6
9232,8.1996,19
9233,4.6218,8
9234,3.7323,17
9235,3.0903,36
9236,0.523,4
9237,9.7595,158
9238,16.0917,111
9239,1.0667,37
9240,1.05,4
9244,0.7778,1
9245,0.9293,6
9246,1.4983,21
9251,0.4046,1
9252,1.4271,21
9254,13.706,23
9255,1.6,19
9257,1.0561,29
9260,8.136,11
9261,0.82,84
9262,3.7563,33
9263,3.7476,0
9266,2.0812,15
9267,3.8338,47
9268,4.681,39
9269,0.6312,1
9270,0.1313,6
9271,5.0393,65
9272,0.2133,0
9274,2.6193,8
9275,3.4357,41
9276,0.5083,9
9278,0.1691,10
9281,1.8433,65
9282,0.5186,1
9284,7.8357,3
9287,0.5272,10
9289,4.7082,49
9292,14.8411,31
9293,0.5205,1
9294,3.6684,9
9295,4.5737,31
9297,9.7336,39
9299,2.585,6
9300,3.848,27
9304,5.075,75
9305,0.527,0
9306,4.5855,12
9308,4.1509,15
9309,28.2607,93
9310,0.1283,3
9311,3.3944,42
9312,5.6747,45
9313,1.9076,19
9316,17.2519,88
9317,6.6848,45
9319,2.3297,0
9322,7.0764,46
9323,5.7232,37
9324,16.3147,119
9325,0.2163,3
9327,0.4814,1
9328,5.2425,27
9331,0.9021,6
9332,0.9698,15
9333,0.9067,22
9338,0.1596,0
9341,2.1608,16
9342,14.0191,7
9343,2.5625,21
9344,4.6467,53
9345,1.58,1
9346,0.6802,3
9347,0.5032,2
9348,0.9689,30
9349,0.9106,9
9350,10.9338,74
9353,2.309,23
9354,0.8482,5
9355,0.6607,3
9358,1.6367,25
9359,0.3989,10
9361,4.4775,5
9362,3.2711,32
9363,2.1979,41
9364,3.7755,36
9366,1.7903,1
9367,3.6713,1
9368,7.8381,34
9369,1.9656,71
9370,7.2038,25
9371,8.3818,22
9372,2.1726,1
9373,5.8621,5
9374,0.523,5
9375,0.8104,3
9376,0.7089,35
9377,1.9186,40
9380,11.75,89
9381,5.548,56
9384,2.4311,36
9386,6.1229,8
9387,1.8213,0
9389,5.5186,35
9393,0.4329,7
9395,0.9954,15
9396,6.2,72
9400,2.9393,11
9404,3.2892,21
9405,3.6117,29
9406,0.4326,6
9407,4.5267,19
9412,0.548,10
9413,4.6632,40
9414,0.85,9
9415,2.4116,0
9416,3.47,31
9417,6.2165,77
9420,3.7889,35
9421,0.5889,7
9422,7.4504,4
9425,22.3091,110
9427,0.2248,0
9428,1.24,39
9429,22.0075,45
9430,9.8804,62
9431,2.8563,20
9432,1.5632,30
9433,0.2973,0
9437,3.9425,0
9438,0.9188,5
9439,6.3362,15
9440,0.4174,15
9441,0.7043,21
9443,0.3084,10
9445,3.8046,20
9448,1.4198,0
9450,0.1922,3
9451,0.1283,13
9453,4.2064,15
9454,12.2786,27
9455,1.2379,31
9456,0.2888,10
9458,9.2006,26
9459,11.8904,34
9460,6.9159,15
9466,2.4615,7
9467,3.84,23
9469,1.3154,4
9471,2.4637,21
9472,19.535,236
9473,6.2381,58
9474,0.1283,8
9475,6.9617,17
9478,13.1619,26
9479,10.3726,39
9481,0.3318,0
9482,6.8365,41
9483,1.4417,10
9484,5.4027,57
9485,0.3241,0
9486,0.0376,2
9487,2.9177,9
9488,3.3078,7
9489,1.4626,0
9490,7.1713,32
9491,4.217,10
9493,1.9941,8
9494,0.2553,2
9496,1.2767,14
9499,12.0104,52
9500,13.2545,14
9501,3.8414,18
9503,6.458,6
9504,3.2069,98
9505,0.5889,3
9507,1.912,6
9509,2.1908,13
9510,2.4432,19
9512,5.5919,25
9514,2.7811,95
9515,3.63,15
9517,10.5688,24
9519,4.9341,18
9520,6.9314,36
9521,8.0831,35
9522,7.4193,130
9523,12.8633,32
9524,5.7084,11
9525,7.5627,37
9526,4.7462,62
9527,7.8307,58
9528,3.7529,41
9529,5.0854,4
9531,1.9437,16
9532,5.5538,20
9533,0.0342,2
9534,1.5739,8
9536,1.5461,10
9549,0.7504,5
9550,1.8023,24
9551,10.1765,134
9552,3.2871,21
9553,2.1247,53
9554,0.562,16
9555,7.5627,17
9556,4.3587,21
9557,6.3925,75
9558,1.1389,20
9559,21.3146,64
9562,10.674,96
9563,0.0982,2
9564,1.9322,2
9565,5.1412,7
9568,0.6042,12
9569,2.8935,38
9570,2.2043,63
9571,2.6291,25
9572,2.9661,30
9573,13.9524,46
9574,8.1633,30
9576,5.8283,23
9577,10.684,40
9579,3.222,134
9580,1.5756,25
9581,1.1507,53
9582,2.009,0
9583,18.1004,69
9584,2.9123,85
9586,2.0056,68
9588,10.4193,74
9589,2.28,28
9590,22.9267,106
9591,1.2,21
9592,2.9,34
9594,0.3631,11
9595,0.3195,14
9596,24.6071,188
9597,7.5067,36
9599,1.875,14
9600,0.6756,9
9601,6.0493,1
9602,4.5797,13
9603,1.649,23
9604,3.5952,29
9605,0.8414,10
9608,3.1325,33
9610,3.5867,0
9611,3.5588,44
9613,0.4506,10
9614,3.172,2
9616,4.52,32
9617,4.1383,17
9618,3.292,8
9619,15.5686,47
9620,9.2082,18
9621,6.0909,27
9623,2.074,6
9624,0.19,3
9626,0.7879,19
9627,16.8943,78
